repo_name,category_x,stars,forks,open_issues,size_kb,primary_language,age_days,created_at,last_updated,description,has_wiki,has_issues,is_fork,license,status,total_satd,todo_count,fixme_count,hack_count,bug_count,design_debt,test_debt,requirement_debt,defect_debt,category_y,avg_complexity,maintainability_index,flake8_violations,total_functions,complex_functions,loc,avg_resolution_days,total_issues,debt_label
PaddlePaddle/PaddleNLP,Deep Learning,12946.0,3037.0,409.0,117713.0,Python,1935.0,2021-02-05,2026-05-25,Easy-to-use and powerful LLM and SLM library with awesome model zoo.,True,True,False,Apache-2.0,ok,15.0,6.0,0.0,0.0,0.0,5.0,4.0,6.0,0.0,Deep Learning,3.75,0.0,0.0,26505.0,1685.0,0.0,24.88,100,Low
astral-sh/uv,Non-ML Control,85487.0,3151.0,2729.0,159743.0,Rust,966.0,2023-10-02,2026-05-25,"An extremely fast Python package and project manager, written in Rust.",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,3.47,82.67,48.0,320.0,19.0,9381.0,0.15,100,Low
neuml/txtai,NLP,12607.0,829.0,10.0,55933.0,Python,2115.0,2020-08-09,2026-05-25,"💡 All-in-one AI framework for semantic search, LLM orchestration and language model workflows",False,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,2.74,82.13,724.0,2447.0,49.0,46150.0,1.05,100,Low
Trusted-AI/AIF360,MLOps,2812.0,913.0,218.0,6877.0,Python,2833.0,2018-08-22,2026-05-24,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and algorithms to mitigate bias in datasets and models.",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.12,71.85,2333.0,1037.0,39.0,27203.0,55.45,100,Medium
Farama-Foundation/PettingZoo,AutoML/RL,3423.0,490.0,32.0,173629.0,Python,2317.0,2020-01-20,2026-05-25,"An API standard for multi-agent reinforcement learning environments, with popular reference environments and related utilities",False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.33,74.98,400.0,1010.0,53.0,25428.0,130.27,100,Medium
openai/spinningup,AutoML/RL,11788.0,2457.0,253.0,31762.0,Python,2756.0,2018-11-07,2026-05-25,An educational resource to help anyone learn deep reinforcement learning.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.68,71.39,1186.0,356.0,17.0,9061.0,157.02,100,Medium
conda/conda,Non-ML Control,7408.0,2167.0,659.0,85932.0,Python,4970.0,2012-10-15,2026-05-25,"A system-level, binary package and environment manager running on all major operating systems and platforms.",True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,3.72,65.5,138.0,5430.0,303.0,122578.0,1.42,100,Low
weaviate/weaviate,NLP,16235.0,1295.0,545.0,1074258.0,Go,3708.0,2016-03-30,2026-05-25,"Weaviate is an open-source vector database that stores both objects and vectors, allowing for the combination of vector search with structured filtering with the fault tolerance and scalability of a c",True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,5.26,59.54,51.0,448.0,31.0,15909.0,1.34,100,Low
microsoft/responsible-ai-toolbox,MLOps,1776.0,476.0,95.0,116562.0,TypeScript,2149.0,2020-07-06,2026-05-23,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and libraries that enable a better understanding of AI systems. These interfaces and libr,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.21,78.23,0.0,1766.0,79.0,40877.0,9.22,100,Low
NVIDIA/Megatron-LM,Deep Learning,16443.0,3993.0,826.0,96153.0,Python,2622.0,2019-03-21,2026-05-25,Ongoing research training transformer models at scale,False,True,False,NOASSERTION,ok,13.0,5.0,0.0,0.0,0.0,5.0,3.0,5.0,0.0,Deep Learning,4.35,61.26,4230.0,11618.0,892.0,338289.0,1.69,100,Low
Farama-Foundation/Minigrid,AutoML/RL,2459.0,642.0,25.0,18440.0,Python,3085.0,2017-12-13,2026-05-25, Simple and easily configurable grid world environments for reinforcement learning,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.43,66.16,103.0,673.0,32.0,17691.0,73.59,100,Low
mamba-org/mamba,Non-ML Control,8015.0,437.0,477.0,13206.0,C++,2638.0,2019-03-05,2026-05-25,The Fast Cross-Platform Package Manager,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,5.72,51.35,54.0,700.0,96.0,16882.0,3.7,100,Low
CompVis/taming-transformers,Deep Learning,6492.0,1223.0,168.0,419603.0,Jupyter Notebook,1985.0,2020-12-17,2026-05-25,Taming Transformers for High-Resolution Image Synthesis,True,True,False,MIT,ok,14.0,5.0,0.0,0.0,2.0,7.0,0.0,5.0,2.0,Deep Learning,2.96,54.92,571.0,536.0,17.0,8072.0,64.94949494949495,99,Medium
deepset-ai/FARM,NLP,1754.0,247.0,7.0,7304.0,Python,2504.0,2019-07-17,2026-05-22,:house_with_garden: Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,4.06,68.44,2061.0,845.0,52.0,26194.0,57.52,100,Medium
astooke/rlpyt,AutoML/RL,2275.0,327.0,63.0,1272.0,Python,2584.0,2019-04-28,2026-05-08,Reinforcement Learning in PyTorch,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.83,79.44,1311.0,1592.0,45.0,39577.0,25.94,100,Medium
lucidrains/flamingo-pytorch,Deep Learning,1267.0,66.0,9.0,217.0,Python,1488.0,2022-04-28,2026-04-28,"Implementation of 🦩 Flamingo, state-of-the-art few-shot visual question answering attention net out of Deepmind, in Pytorch",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.33,76.46,174.0,40.0,2.0,570.0,2.5,4,Low
EleutherAI/gpt-neox,Deep Learning,7431.0,1114.0,91.0,119449.0,Python,1980.0,2020-12-22,2026-05-25,"An implementation of model parallel autoregressive transformers on GPUs, based on the Megatron and DeepSpeed libraries",True,True,False,Apache-2.0,ok,22.0,17.0,0.0,2.0,0.0,5.0,0.0,17.0,0.0,Deep Learning,3.82,67.37,671.0,1011.0,63.0,29946.0,25.61,100,Medium
ray-project/tune-sklearn,AutoML/RL,468.0,49.0,35.0,14480.0,Python,2370.0,2019-11-28,2026-05-04,A drop-in replacement for Scikit-Learn’s GridSearchCV / RandomizedSearchCV -- but with cutting edge hyperparameter tuning techniques.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.89,77.8,0.0,250.0,11.0,5999.0,16.29,100,Low
EleutherAI/gpt-neo,Deep Learning,8277.0,961.0,15.0,1637.0,Python,2150.0,2020-07-05,2026-05-20,An implementation of model parallel GPT-2 and GPT-3-style models using the mesh-tensorflow library.,True,True,False,MIT,ok,6.0,5.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,Deep Learning,3.9,60.3,247.0,109.0,6.0,3441.0,26.92,100,Low
allenai/scispacy,NLP,1959.0,253.0,61.0,248887.0,Python,2800.0,2018-09-24,2026-05-24,A full spaCy pipeline and models for scientific/biomedical documents.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,3.88,68.22,170.0,202.0,12.0,5254.0,25.9,100,Low
hyperopt/hyperopt,AutoML/RL,7575.0,1075.0,8.0,6214.0,Python,5375.0,2011-09-06,2026-05-24,Distributed Asynchronous Hyperparameter Optimization in Python,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.34,62.14,124.0,888.0,52.0,16135.0,185.94,100,Low
ikostrikov/pytorch-a2c-ppo-acktr-gail,AutoML/RL,3902.0,842.0,93.0,6194.0,Python,3198.0,2017-08-22,2026-05-22,"PyTorch implementation of Advantage Actor Critic (A2C), Proximal Policy Optimization (PPO), Scalable trust-region method for deep reinforcement learning using Kronecker-factored approximation (ACKTR) ",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.68,62.83,52.0,119.0,1.0,2048.0,48.57,100,Low
lucidrains/PaLM-pytorch,Deep Learning,827.0,83.0,5.0,42133.0,Python,1512.0,2022-04-04,2026-05-24,Implementation of the specific Transformer architecture from PaLM - Scaling Language Modeling with Pathways,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,1.62,67.62,123.0,88.0,0.0,1187.0,62.23076923076923,13,Low
tox-dev/tox,Non-ML Control,3917.0,555.0,3.0,15861.0,Python,3537.0,2016-09-17,2026-05-24,Command line driven CI frontend and development task automation tool.,False,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.97,63.14,53.0,2387.0,77.0,36123.0,0.9,100,Low
PyCQA/flake8,Non-ML Control,3794.0,347.0,23.0,3782.0,Python,4272.0,2014-09-13,2026-05-23,"flake8 is a python tool that glues together pycodestyle, pyflakes, mccabe, and third-party plugins to check the style and quality of some python code.",False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,2.62,71.14,0.0,566.0,6.0,9936.0,1.32,100,Low
vllm-project/vllm,Deep Learning,80993.0,17215.0,5025.0,211263.0,Python,1201.0,2023-02-09,2026-05-25,A high-throughput and memory-efficient inference and serving engine for LLMs,False,True,False,Apache-2.0,ok,64.0,3.0,0.0,2.0,2.0,18.0,41.0,3.0,2.0,Deep Learning,3.43,0.0,0.0,38894.0,1820.0,0.0,0.42,100,Low
huggingface/evaluate,NLP,2447.0,319.0,278.0,2175.0,Python,1517.0,2022-03-30,2026-05-25,🤗 Evaluate: A library for easily evaluating machine learning models and datasets.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,2.79,82.15,336.0,899.0,30.0,22390.0,41.69,100,Medium
scipy/scipy,MLOps,14718.0,5737.0,1792.0,200702.0,Python,5556.0,2011-03-09,2026-05-25,SciPy library main repository,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.53,57.91,0.0,25243.0,746.0,0.0,1.0,100,Low
scikit-optimize/scikit-optimize,AutoML/RL,2826.0,559.0,318.0,9423.0,Python,3718.0,2016-03-20,2026-05-24,Sequential model-based optimization with a  `scipy.optimize` interface,False,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.39,63.93,333.0,582.0,34.0,17741.0,56.46,100,Medium
lucidrains/DALLE-pytorch,Deep Learning,5629.0,642.0,125.0,14143.0,Python,1966.0,2021-01-05,2026-05-22,"Implementation / replication of DALL-E, OpenAI's Text to Image Transformer, in Pytorch",True,True,False,MIT,ok,12.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,Deep Learning,2.64,64.23,1359.0,226.0,4.0,3929.0,50.04,100,Medium
google-deepmind/open_spiel,AutoML/RL,5237.0,1136.0,30.0,36546.0,C++,2499.0,2019-07-22,2026-05-24,OpenSpiel is a collection of environments and algorithms for research in general reinforcement learning and search/planning in games.,True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,2.92,73.12,24022.0,4958.0,145.0,118530.0,9.64,100,Low
huggingface/text-generation-inference,Deep Learning,10856.0,1270.0,324.0,14170.0,Python,1325.0,2022-10-08,2026-05-25,Large Language Model Text Generation Inference,False,True,False,Apache-2.0,ok,5.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,Deep Learning,3.51,56.26,729.0,4239.0,190.0,108900.0,9.17,100,Low
openai/human-eval,NLP,3239.0,442.0,42.0,48.0,Python,1784.0,2021-07-06,2026-05-25,"Code for the paper ""Evaluating Large Language Models Trained on Code""",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLP,2.48,83.39,2.0,21.0,0.0,448.0,98.0,20,Low
scikit-learn/scikit-learn,MLOps,66187.0,27048.0,2029.0,182644.0,Python,5760.0,2010-08-17,2026-05-25,scikit-learn: machine learning in Python,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,3.24,62.96,1499.0,11728.0,526.0,442050.0,0.46,100,Low
lucidrains/perceiver-pytorch,Deep Learning,1203.0,138.0,30.0,111.0,Python,1907.0,2021-03-05,2026-05-19,"Implementation of Perceiver, General Perception with Iterative Attention, in Pytorch",True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,2.47,66.2,572.0,58.0,0.0,930.0,43.2,35,Medium
PyCQA/isort,Non-ML Control,6943.0,642.0,109.0,26000.0,Python,4648.0,2013-09-02,2026-05-25,A Python utility / library to sort imports.,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Non-ML Control,4.11,76.08,32.0,814.0,43.0,28263.0,5.88,100,Low
facebookresearch/nle,AutoML/RL,982.0,129.0,23.0,108388.0,C,2271.0,2020-03-06,2026-05-20,The NetHack Learning Environment,False,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,4.14,59.58,33.0,339.0,24.0,8367.0,26.63,100,Low
lm-sys/FastChat,Deep Learning,39480.0,4790.0,1036.0,35323.0,Python,1163.0,2023-03-19,2026-05-25,"An open platform for training, serving, and evaluating large language models. Release repo for Vicuna and Chatbot Arena.",False,True,False,Apache-2.0,ok,8.0,5.0,0.0,0.0,1.0,2.0,0.0,5.0,1.0,Deep Learning,3.29,58.66,773.0,1301.0,68.0,35040.0,17.22,100,Low
allenai/dolma,NLP,1498.0,190.0,43.0,65957.0,Python,1070.0,2023-06-20,2026-05-24,Data and tools for generating and inspecting OLMo pre-training data. ,True,True,False,Apache-2.0,ok,65.0,3.0,0.0,0.0,0.0,51.0,11.0,3.0,0.0,NLP,3.35,65.16,361.0,1317.0,56.0,25308.0,50.0,100,Medium
statsmodels/statsmodels,MLOps,11428.0,3342.0,2971.0,58784.0,Python,5461.0,2011-06-12,2026-05-25,Statsmodels: statistical modeling and econometrics in Python,True,True,False,BSD-3-Clause,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.57,0.0,0.0,14275.0,431.0,0.0,10.61,100,Low
keras-team/autokeras,AutoML/RL,9314.0,1399.0,159.0,45546.0,Python,3109.0,2017-11-19,2026-05-25,AutoML library for deep learning,True,True,False,Apache-2.0,ok,11.0,6.0,0.0,0.0,1.0,4.0,0.0,6.0,1.0,AutoML/RL,2.31,83.15,110.0,769.0,8.0,13932.0,10.35,100,Low
lucidrains/bidirectional-cross-attention,Deep Learning,196.0,16.0,0.0,13.0,Python,1520.0,2022-03-27,2026-04-29,A simple cross attention that updates both the source and target in one step,True,True,False,MIT,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Deep Learning,3.33,85.69,100.0,9.0,0.0,227.0,16.0,2,Low
psf/black,Non-ML Control,41524.0,2778.0,290.0,8048.0,Python,2994.0,2018-03-14,2026-05-25,The uncompromising Python code formatter,True,True,False,MIT,ok,56.0,12.0,0.0,2.0,11.0,26.0,7.0,12.0,11.0,Non-ML Control,2.52,0.0,0.0,2747.0,96.0,0.0,4.46,100,Low
pymc-devs/pymc,MLOps,9623.0,2254.0,494.0,545563.0,Python,6229.0,2009-05-05,2026-05-25,Bayesian Modeling and Probabilistic Programming in Python,True,True,False,NOASSERTION,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLOps,2.96,59.77,839.0,4910.0,160.0,103879.0,7.39,100,Low
togethercomputer/RedPajama-Data,NLP,4944.0,371.0,43.0,2117.0,Python,1137.0,2023-04-14,2026-05-25,The RedPajama-Data repository contains code for preparing large datasets for training large language models.,True,True,False,Apache-2.0,ok,62.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,NLP,2.52,79.02,61.0,291.0,2.0,6142.0,67.24358974358974,78,Medium
dmlc/xgboost,AutoML/RL,28410.0,8869.0,463.0,36715.0,C++,4491.0,2014-02-06,2026-05-25,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",True,True,False,Apache-2.0,ok,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AutoML/RL,3.0,63.84,232.0,2131.0,74.0,53032.0,3.54,100,Low
astral-sh/ruff,Non-ML Control,47682.0,2121.0,2005.0,144699.0,Rust,1385.0,2022-08-09,2026-05-25,"An extremely fast Python linter and code formatter, written in Rust.",False,True,False,MIT,ok,46.0,18.0,0.0,0.0,6.0,15.0,7.0,18.0,6.0,Non-ML Control,1.56,92.77,0.0,9126.0,49.0,8895.0,0.18,100,Low
openai/guided-diffusion,Deep Learning,7379.0,906.0,113.0,28.0,Python,1854.0,2021-04-27,2026-05-23,,True,True,False,MIT,ok,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,Deep Learning,2.77,58.73,35.0,318.0,7.0,5654.0,55.18867924528302,53,Low
